Summary,Issue key,Issue id,Parent id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Fix Version/s,Component/s,Component/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Cloners),Outward issue link (Duplicate),Outward issue link (Problem/Incident),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Custom field (Account),Custom field (Business Value),Custom field (Cascading Select),Custom field (Effort),Custom field (End Date),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Founder Sign-off),Custom field (Frustration),Custom field (Incorporated Version),Custom field (Iteration),Custom field (Link to play),Custom field (Morale),Custom field (Parent Link),Custom field (Peer Sign-off),Custom field (Phone Screen Feedback),Custom field (Phone Screen Score),Custom field (QA Completed On),Custom field (Raised During),Custom field (Rank),Sprint,Sprint,Sprint,Sprint,Custom field (Story Points),Custom field (Team),Custom field (Team),Custom field (Test Sessions),Custom field (Testing Notes status),Custom field (Testing Status),Custom field (Total Days Spent),Custom field ([CHART] Date of First Response),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
Investigate gorillaStack/Slack for AWS cost mgmt,AXON-348,14100,,Task,Backlog,AXON,Axon,software,rsevey,"Software development tasks for the core Axon engine and related development environments including public and internal web applications / interfaces and client specific functionality.

This is NOT for data science research, infrastructure, or anything non-development related. Get off my lawn.",,Lowest,,j.monty,emiller,emiller,22/Feb/16 10:26 AM,17/Oct/16 10:30 AM,01/Nov/16 4:03 PM,,,,,,,0,,,,http://blog.gorillastack.com/how-to-use-slack-to-reduce-your-aws-costs/,,emiller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,0|i003kn:,,,,,,,,,,Not started,,,,,,,,,,,,,,,,,,,,,
create an IAM user / read only policy for the wall monitor to display metric graphs,AXON-482,14940,,Task,Backlog,AXON,Axon,software,rsevey,"Software development tasks for the core Axon engine and related development environments including public and internal web applications / interfaces and client specific functionality.

This is NOT for data science research, infrastructure, or anything non-development related. Get off my lawn.",,Lowest,,j.monty,emiller,emiller,29/Mar/16 12:49 PM,17/Oct/16 10:30 AM,01/Nov/16 4:03 PM,,,,,,,0,,,,,,emiller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,0|i0049r:,,,,,,,,,,Not started,,,,,,,,,,,,,,,,,,,,,
implement stack specific security groups in prod,AXON-415,14324,,Task,Backlog,AXON,Axon,software,rsevey,"Software development tasks for the core Axon engine and related development environments including public and internal web applications / interfaces and client specific functionality.

This is NOT for data science research, infrastructure, or anything non-development related. Get off my lawn.",,Lowest,,j.monty,emiller,emiller,04/Mar/16 8:04 AM,17/Oct/16 10:30 AM,01/Nov/16 4:03 PM,,,,,,,0,,,,,,emiller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,0|i000t2:wci,,,,,,,,,,Not started,,,,,,,,,,,,,,,,,,,,,
make jumpHost creation conditional on !prod,AXON-407,14316,,Task,Backlog,AXON,Axon,software,rsevey,"Software development tasks for the core Axon engine and related development environments including public and internal web applications / interfaces and client specific functionality.

This is NOT for data science research, infrastructure, or anything non-development related. Get off my lawn.",,Lowest,,j.monty,emiller,emiller,03/Mar/16 8:26 AM,17/Oct/16 10:30 AM,01/Nov/16 4:03 PM,,,,,,,0,,,,,,emiller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,AXON-184,,,,,,,,,,,,,,,0|i0037y:v,,,,,,,,,,Not started,,,,,,,,,,,,,,,,,,,,,
octopus notifications to slack infrax channel,AXON-405,14314,,Task,Backlog,AXON,Axon,software,rsevey,"Software development tasks for the core Axon engine and related development environments including public and internal web applications / interfaces and client specific functionality.

This is NOT for data science research, infrastructure, or anything non-development related. Get off my lawn.",,Lowest,,j.monty,emiller,emiller,02/Mar/16 10:06 PM,17/Oct/16 10:30 AM,01/Nov/16 4:03 PM,,,,,,,0,,,,,,emiller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,AXON-184,,,,,,,,,,,,,,,0|i0037y:i,,,,,,,,,,Not started,,,,,,,,,,,,,,,,,,,,,
configure scheduled snapshots of build/deploy instances,AXON-397,14306,,Task,Backlog,AXON,Axon,software,rsevey,"Software development tasks for the core Axon engine and related development environments including public and internal web applications / interfaces and client specific functionality.

This is NOT for data science research, infrastructure, or anything non-development related. Get off my lawn.",,Lowest,,j.monty,emiller,emiller,01/Mar/16 3:21 PM,17/Oct/16 10:30 AM,01/Nov/16 4:03 PM,,,,,,,0,,,,,,emiller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,AXON-184,,,,,,,,,,,,,,,0|i003r6:v,,,,,,,,,,Not started,,,,,,,,,,,,,,,,,,,,,
implement regular config backups for jenkins,AXON-52,10905,,Task,Backlog,AXON,Axon,software,rsevey,"Software development tasks for the core Axon engine and related development environments including public and internal web applications / interfaces and client specific functionality.

This is NOT for data science research, infrastructure, or anything non-development related. Get off my lawn.",,Lowest,,j.monty,emiller,emiller,25/Jun/15 5:48 PM,17/Oct/16 10:30 AM,01/Nov/16 4:03 PM,,,Build Server,Infrax,,,0,build,jenkins,,http://www.holisticqa.com/2013/11/backing-up-your-jenkins-configuration/,,emiller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,0|i000t2:wd,,,,,,,,,,Not started,,,,,,,,,,,,,,,,,,,,,
implement first pass of uptime monitoring and alerting for prod stacks,AXON-474,14927,,Task,Backlog,AXON,Axon,software,rsevey,"Software development tasks for the core Axon engine and related development environments including public and internal web applications / interfaces and client specific functionality.

This is NOT for data science research, infrastructure, or anything non-development related. Get off my lawn.",,Lowest,,j.monty,emiller,emiller,26/Mar/16 8:18 PM,17/Oct/16 10:30 AM,01/Nov/16 4:03 PM,,,,,,,0,,,,,,emiller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,0|i0046v:,,,,,,,,,,Not started,,,,,,,,,,,,,,,,,,,,,
Add Slack Notification to PepsiMinot S3 Client Script,AXON-472,14925,,Task,Backlog,AXON,Axon,software,rsevey,"Software development tasks for the core Axon engine and related development environments including public and internal web applications / interfaces and client specific functionality.

This is NOT for data science research, infrastructure, or anything non-development related. Get off my lawn.",,Lowest,,j.monty,jbledsoe,jbledsoe,25/Mar/16 5:06 PM,17/Oct/16 10:30 AM,01/Nov/16 4:03 PM,,,,,,,0,,,,"https://api.slack.com/incoming-webhooks

I'd like the script that runs on the NBC server to post to Slack on start and completion, basically indicating that it didn't error out. That way we'll have end-to-end confirmation of a successful prediction run in Slack.",,jbledsoe,,,;;18/Apr/16 3:30 PM;emiller;1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1800,,,0,1800,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,0|i0046f:,,,,,,,,,,Not started,,,,,,,,,,,,,,,,,,,,,
orchestrate dynddb / jenkins ,AXON-464,14904,,Task,Backlog,AXON,Axon,software,rsevey,"Software development tasks for the core Axon engine and related development environments including public and internal web applications / interfaces and client specific functionality.

This is NOT for data science research, infrastructure, or anything non-development related. Get off my lawn.",,Lowest,,j.monty,emiller,emiller,24/Mar/16 9:31 AM,17/Oct/16 10:30 AM,01/Nov/16 4:03 PM,,,,,,,0,,,,"jenkins job to drop to x at y (part of manage envs job)
make sure ddb doesnt fight the drop to x (maint window or web service that jenkins job flips bits on)",,emiller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,0|i0037y:zuj,,,,,,,,,,Not started,,,,,,,,,,,,,,,,,,,,,
open AWS support ticket regarding lambda event source mapping from SNS using cloudformation,AXON-433,14415,,Task,Backlog,AXON,Axon,software,rsevey,"Software development tasks for the core Axon engine and related development environments including public and internal web applications / interfaces and client specific functionality.

This is NOT for data science research, infrastructure, or anything non-development related. Get off my lawn.",,Lowest,,j.monty,emiller,emiller,09/Mar/16 3:48 PM,17/Oct/16 10:30 AM,01/Nov/16 4:03 PM,,,,,,,0,,,,"it appears that this can only be done through the web console or via the API.  

https://github.com/hashicorp/terraform/issues/2885

Need to know how to achieve this with pure cfn.",,emiller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,0|i0037y:zui,,,,,,,,,,Not started,,,,,,,,,,,,,,,,,,,,,
tighten up IAM user polices to least privelege,AXON-409,14318,,Task,Backlog,AXON,Axon,software,rsevey,"Software development tasks for the core Axon engine and related development environments including public and internal web applications / interfaces and client specific functionality.

This is NOT for data science research, infrastructure, or anything non-development related. Get off my lawn.",,Lowest,,j.monty,emiller,emiller,03/Mar/16 8:57 AM,17/Oct/16 10:30 AM,01/Nov/16 4:03 PM,,,,,,,0,,,,,,emiller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,AXON-184,,,,,,,,,,,,,,,0|i0037y:y,,,,,,,,,,Not started,,,,,,,,,,,,,,,,,,,,,
"add additional subscriptions (slack,etc) to alert SNS topics in cfn stacks",AXON-406,14315,,Task,Backlog,AXON,Axon,software,rsevey,"Software development tasks for the core Axon engine and related development environments including public and internal web applications / interfaces and client specific functionality.

This is NOT for data science research, infrastructure, or anything non-development related. Get off my lawn.",,Lowest,,j.monty,emiller,emiller,02/Mar/16 10:07 PM,17/Oct/16 10:30 AM,01/Nov/16 4:03 PM,,,,,,,0,,,,,,emiller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,AXON-184,,,,,,,,,,,,,,,0|i0037y:r,,,,,,,,,,Not started,,,,,,,,,,,,,,,,,,,,,
remove keys in code: cloudTrail/IAM/instance roles,AXON-359,14115,,Task,Backlog,AXON,Axon,software,rsevey,"Software development tasks for the core Axon engine and related development environments including public and internal web applications / interfaces and client specific functionality.

This is NOT for data science research, infrastructure, or anything non-development related. Get off my lawn.",,Lowest,,j.monty,emiller,emiller,22/Feb/16 4:12 PM,17/Oct/16 10:30 AM,01/Nov/16 4:03 PM,,,,,,,0,,,,,,emiller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,0|i003nz:,,,,,,,,,,Not started,,,,,,,,,,,,,,,,,,,,,
Ensure there are no issues with AWS consolidated billing,AXON-350,14102,,Task,Backlog,AXON,Axon,software,rsevey,"Software development tasks for the core Axon engine and related development environments including public and internal web applications / interfaces and client specific functionality.

This is NOT for data science research, infrastructure, or anything non-development related. Get off my lawn.",,Lowest,,j.monty,emiller,emiller,22/Feb/16 10:50 AM,17/Oct/16 10:30 AM,01/Nov/16 4:03 PM,,,,,,,0,,,,"Greetings from Amazon Web Services,

The request from Ryan Sevey to add the charges from your AWS Account to their Consolidated Bill has expired because you took no action before Feb 17, 2016.

Requesting Account Name: Ryan Sevey     
Requesting Account E-mail: rsevey@nexosis.com   
Requesting Account Company: Nexosis     
Request date: Feb 2, 2016       
Expiration date: Feb 17, 2016   

If you still would like to add your account to the Consolidated Bill of Ryan Sevey, please contact the rsevey@nexosis.com to ask for another request.

Thank you for using Amazon Web Services.

Sincerely,

Amazon Web Services

Amazon Web Services, Inc. is a subsidiary of Amazon.com, Inc. Amazon.com is a registered trademark of Amazon.com, Inc. This message was produced and distributed by Amazon Web Services Inc., 410 Terry Ave. North, Seattle, WA 98109-5210",,emiller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,0|i003l3:,,,,,,,,,,Not started,,,,,,,,,,,,,,,,,,,,,
new dyn ddb tool,AXON-559,15813,,Task,Backlog,AXON,Axon,software,rsevey,"Software development tasks for the core Axon engine and related development environments including public and internal web applications / interfaces and client specific functionality.

This is NOT for data science research, infrastructure, or anything non-development related. Get off my lawn.",,Lowest,,j.monty,emiller,emiller,02/May/16 11:32 AM,17/Oct/16 10:30 AM,01/Nov/16 4:03 PM,,,,,,,0,,,,,,emiller,,,commit: https://goo.gl/hQBVbc;03/May/16 8:28 AM;emiller;14400,"60% done, much refactor;03/May/16 5:27 PM;emiller;16200",.;04/May/16 3:42 PM;emiller;15600,.;04/May/16 6:22 PM;emiller;4800,,,,,,,,,,,,,,,,,,,,,,,,,,0,51000,,,0,51000,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,0|i005db:,,,,,,,,,,Not started,,,,,,,,,,,,,,,,,,,,,
R53 / dynamic hostname creation during stack provisioning,AXON-408,14317,,Task,Backlog,AXON,Axon,software,rsevey,"Software development tasks for the core Axon engine and related development environments including public and internal web applications / interfaces and client specific functionality.

This is NOT for data science research, infrastructure, or anything non-development related. Get off my lawn.",,Lowest,,j.monty,emiller,emiller,03/Mar/16 8:27 AM,17/Oct/16 10:30 AM,01/Nov/16 4:03 PM,,,,,,,0,,,,,,emiller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,AXON-184,,,,,,,,,,,,,,,0|i0037y:x,,,,,,,,,,Not started,,,,,,,,,,,,,,,,,,,,,
create infrax slack channel,AXON-404,14313,,Task,Backlog,AXON,Axon,software,rsevey,"Software development tasks for the core Axon engine and related development environments including public and internal web applications / interfaces and client specific functionality.

This is NOT for data science research, infrastructure, or anything non-development related. Get off my lawn.",,Lowest,,j.monty,emiller,emiller,02/Mar/16 10:06 PM,17/Oct/16 10:30 AM,01/Nov/16 4:03 PM,,,,,,,0,,,,,,emiller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,AXON-184,,,,,,,,,,,,,,,0|i0037y:,,,,,,,,,,Not started,,,,,,,,,,,,,,,,,,,,,
set up consolidated billing for new prod account,AXON-394,14303,,Task,Backlog,AXON,Axon,software,rsevey,"Software development tasks for the core Axon engine and related development environments including public and internal web applications / interfaces and client specific functionality.

This is NOT for data science research, infrastructure, or anything non-development related. Get off my lawn.",,Lowest,,j.monty,emiller,emiller,01/Mar/16 3:06 PM,17/Oct/16 10:30 AM,01/Nov/16 4:03 PM,,,,,,,0,,,,,,emiller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,0|i003r6:,,,,,,,,,,Not started,,,,,,,,,,,,,,,,,,,,,
Rethink Sentiment Page to Show Impact,AXON-1086,21539,19739,Sub-task,Accepted,AXON,Axon,software,rsevey,"Software development tasks for the core Axon engine and related development environments including public and internal web applications / interfaces and client specific functionality.

This is NOT for data science research, infrastructure, or anything non-development related. Get off my lawn.",,Lowest,,edunne,edunne,edunne,18/Sep/16 11:49 AM,05/Oct/16 10:30 AM,01/Nov/16 4:03 PM,,,,,,,0,,,,,,edunne,,,Decide on best course of action;05/Oct/16 10:30 AM;edunne;900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,900,,,0,900,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,0|i00c7z:,,,,,,,,,,Not started,,,"20/Sep/16 12:25 PM;edunne;[~rwest]/[~msteinpreis] - So a month or so ago, I made a dashboard for sentiment with no information about how sentiment affected sales or transactions. I want to go back and update that dashboard to include that information but am struggling to figure out how to do it. I think it might be a lot like weather where a user would have an average sentiment score and any deviation up would be more money and below would be less. Does that work?","20/Sep/16 12:25 PM;edunne;*From [~rwest] email*

Matt and I are still trying to figure out how this would work, too.  It is similar to weather, although weather changes based on located whereas tweets (or other social media posts) can happen anywhere in the country.  So it's uncertain how tweets affect sales/transactions at individual stores, unless we are able to categorize tweets by location, too.","20/Sep/16 12:26 PM;edunne;*From [~msteinpreis] email*

The way this should probably be done is to include the sentiment score as an additional feature in the model. We would do this at the store level, since that’s the level of the modeling, but we could just use the national sentiment score; this means that every [company] store would have the same sentiment feature.
 
In order to do this, we would need a time series of the sentiment value. Once we have a time-series representation of the sentiment, then we could just throw it into the model, and then the representation of its effect would be similar to what we do for weather.
 
That being said, I’m not very confident that this is going to yield any noticeable results, except for in unique cases like the Chipotle listeria. But those cases might be interesting enough to pursue this.","20/Sep/16 12:26 PM;edunne;Okay. I have the sentiment over time in the current dashboard already. I think most cases are going to be at a national level since I don’t know that brands have sub accounts at the individual store level. 
",05/Oct/16 10:29 AM;edunne;*Sentiment Over Time should display $ icon where impact detected (similar to weather)*,,,,,,,,,,,,,,
Percentage of Net Sales Donut Chart,AXON-957,20300,19739,Sub-task,Canceled,AXON,Axon,software,rsevey,"Software development tasks for the core Axon engine and related development environments including public and internal web applications / interfaces and client specific functionality.

This is NOT for data science research, infrastructure, or anything non-development related. Get off my lawn.",,Lowest,,edunne,edunne,edunne,17/Aug/16 10:09 AM,18/Sep/16 12:17 PM,01/Nov/16 4:03 PM,,,,,,,0,,,,Labor/Food Cost/Discount Coupon/Other,,edunne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,0|i00arb:,,,,,,,,,,Not started,,,,,,,,,,,,,,,,,,,,,
Promotional Effect Comparison,AXON-644,16623,,Story,To Do,AXON,Axon,software,rsevey,"Software development tasks for the core Axon engine and related development environments including public and internal web applications / interfaces and client specific functionality.

This is NOT for data science research, infrastructure, or anything non-development related. Get off my lawn.",,Lowest,,msteinpreis,jbledsoe,jbledsoe,18/May/16 9:47 AM,12/Sep/16 10:31 AM,01/Nov/16 4:03 PM,,,,,,,0,OFFAv1-1,,,"As a user, I want to compare the effect of two different promotions for two different stores.

* Workflow to execute analysis?
* Display of results (dashboard and detail)",,jbledsoe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,0|i0064n:,,,,,,,,,,Not started,,,"27/Jun/16 2:51 PM;jbledsoe;If wer're going to do this, we need data science to tell us how to do it [~phendricks] [~msteinpreis]","12/Sep/16 10:31 AM;jbledsoe;[~msteinpreis] I don't think this is a huge priority right now, but if so it's your task.",,,,,,,,,,,,,,,,,
Order Recommendation Detail Chart Y-Axis Labels Are Not Intuitive,AXON-263,13606,,Bug,Canceled,AXON,Axon,software,rsevey,"Software development tasks for the core Axon engine and related development environments including public and internal web applications / interfaces and client specific functionality.

This is NOT for data science research, infrastructure, or anything non-development related. Get off my lawn.",,Lowest,,,jbledsoe,jbledsoe,11/Jan/16 12:01 PM,06/Sep/16 8:25 AM,01/Nov/16 4:03 PM,,NBC v2.0,Public Web,,,,0,,,,"When < 1, Y-axis labels switch to scientific notation, which is kinda weird.",,jbledsoe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,0|i002yn:,,,,,,,,,,Not started,,,"06/Sep/16 8:25 AM;jbledsoe;Migrating NBC to ""new Axon"" will make this obsolete.",,,,,,,,,,,,,,,,,,
